ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	20:15:56:091	Server	 		Kersti built a settlement.	 	 
2	20:16:00:003	Server	 		Kersti built a road.	 	 
3	20:16:36:531	Server	 		Sparkles built a settlement.	 	 
4	20:16:44:171	Server	 		Sparkles built a road.	 	 
5	20:18:18:599	Server	 		Agnes built a settlement.	 	 
6	20:18:26:924	Server	 		Agnes built a road.	 	 
7	20:19:19:113	Server	 		Tyrant Lord built a settlement.	 	 
8	20:19:22:489	Server	 		Tyrant Lord built a road.	 	 
9	20:19:33:151	Server	 		Tyrant Lord built a settlement.	 	 
10	20:19:34:719	Server	 		Tyrant Lord built a road.	 	 
11	20:20:17:065	Server	 		Agnes built a settlement.	 	 
12	20:20:27:057	Server	 		Agnes built a road.	 	 
13	20:21:04:818	Server	 		Sparkles built a settlement.	 	 
14	20:21:05:720	Server	 		Sparkles built a road.	 	 
15	20:21:55:540	Server	 		Kersti built a settlement.	 	 
16	20:21:58:019	Server	 		Kersti built a road.	 	 
17	20:22:02:054	Server	 		Kersti rolled a 5 and a 1.	 	 
18	20:22:02:065	Server	 		Tyrant Lord gets 1 sheep. Agnes gets 1 sheep, 1 wood.	 	 
19	20:22:13:259	Server	 		Sparkles rolled a 5 and a 3.	 	 
20	20:22:13:261	Server	 		Tyrant Lord gets 1 wheat. Kersti gets 1 wheat.	 	 
21	20:22:31:365	Server	 		Agnes rolled a 6 and a 3.	 	 
22	20:22:31:367	Server	 		Kersti gets 1 sheep. Sparkles gets 2 wheat.	 	 
23	20:22:43:017	Server	 		Tyrant Lord rolled a 2 and a 2.	 	 
24	20:22:43:019	Server	 		Kersti gets 1 sheep. Sparkles gets 1 wood. Agnes gets 1 sheep, 1 wood.	 	 
25	20:23:13:425	Server	 		Kersti rolled a 2 and a 1.	 	 
26	20:23:13:427	Server	 		Tyrant Lord gets 1 clay. Agnes gets 1 clay, 1 ore.	 	 
27	20:23:23:098	Server	 		Sparkles rolled a 5 and a 1.	 	 
28	20:23:23:100	Server	 		Tyrant Lord gets 1 sheep. Agnes gets 1 sheep, 1 wood.	 	 
29	20:23:40:977	Sparkles	clay=0; ore=1; sheep=0; wheat=3; wood=2; unknown=0; knights=0; dev-cards=0	roads=[116,134]; settlements=[116,135]	anyone got spare ore/sheep/clay?	 	 
30	20:23:53:632	Sparkles	clay=0; ore=1; sheep=0; wheat=3; wood=2; unknown=0; knights=0; dev-cards=0	roads=[116,134]; settlements=[116,135]	for wheat/wood	 	 
31	20:23:55:943	Kersti	clay=0; ore=0; sheep=3; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[138,36]; settlements=[139,52]	i can give sheep for wood	 	 
