ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	18:07:54:971	dmm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I forget exactly who's joining, but I thought I should just get the game ready early!	 	 
2	18:08:16:527	dmm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I have to go and do something just now but I should be here in time for 6:30.	 	 
3	18:17:56:118	dmm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		nobody else here yet?	 	 
3.1	18:21:49:993	inca	 	 	hey	 	 
4	18:23:29:081	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Howdy folks	 	 
5	18:23:34:435	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hello	 	 
6	18:23:34:869	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Inca's got my seat :P	 	 
7	18:23:49:852	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		haha, got to be quick!	 	 
8	18:23:51:492	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		we can swap ;)	 	 
9	18:23:56:275	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I'll be orange for the night	 	 
10	18:26:03:435	dmm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hi!	 	 
11	18:26:12:769	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hey duncan	 	 
12	18:26:17:146	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		nie to meet you!	 	 
13	18:26:24:299	dmm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		who are you two in the emails again? i forget who's who	 	 
14	18:26:56:610	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		i'm innis, he's niko	 	 
15	18:27:12:225	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		good luck guys!	 	 
16	18:27:22:100	CheshireCatGrin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hello all, and indeed, good luck!	 	 
17	18:27:22:467	Server	 		inca built a settlement.	 	 
