ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	02:12:36:709	Server	 		raefbrisbin built a settlement.	 	 
2	02:12:37:719	Server	 		raefbrisbin built a road.	 	 
3	02:12:53:214	Server	 		gramos built a settlement.	 	 
4	02:13:11:759	catanstrophe	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		man this is not a board to go last in	 	 
5	02:13:11:900	Server	 		gramos built a road.	 	 
6	02:13:29:040	gramos	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Heck I'm second and I'm feeling the pinch	 	 
7	02:14:00:915	raefbrisbin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		crap, I had to answer the door and didn't think long enough	 	 
8	02:14:01:846	Server	 		Ghettoette built a settlement.	 	 
9	02:14:03:466	Server	 		Ghettoette built a road.	 	 
10	02:16:00:190	raefbrisbin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		am I connected?	 	 
11	02:16:06:351	gramos	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		as far as i can tell	 	 
12	02:16:08:623	Ghettoette	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		looks like it	 	 
13	02:16:09:235	catanstrophe	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		yeah i am trying to figure out where to go	 	 
14	02:16:29:408	raefbrisbin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		no worries. just checking. Last time it only told me I was disconnected when I tried to type	 	 
15	02:16:46:290	gramos	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		you're secretly trying to distract catanstrophe, admit it.	 	 
16	02:17:03:196	raefbrisbin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		mind games	 	 
17	02:17:09:472	raefbrisbin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		like using my real name as a handle	 	 
18	02:17:19:576	Server	 		catanstrophe built a settlement.	 	 
19	02:17:31:999	Server	 		catanstrophe built a road.	 	 
20	02:17:35:804	Server	 		catanstrophe built a settlement.	 	 
21	02:17:37:773	gramos	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		:)	 	 
22	02:17:45:071	Server	 		catanstrophe built a road.	 	 
23	02:18:12:760	Server	 		Ghettoette built a settlement.	 	 
24	02:18:14:791	Server	 		Ghettoette built a road.	 	 
25	02:18:36:024	Server	 		gramos built a settlement.	 	 
26	02:19:08:176	Server	 		gramos built a road.	 	 
27	02:19:30:102	raefbrisbin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		wow	 	 
28	02:19:49:068	gramos	clay=1; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,70]; settlements=[116,86]	some nice desert-front property if you want. cheap.	 	 
29	02:20:15:269	Server	 		raefbrisbin built a settlement.	 	 
30	02:20:16:271	Server	 		raefbrisbin built a road.	 	 
31	02:20:21:584	Server	 		raefbrisbin rolled a 2 and a 5.	 	 
32	02:20:35:032	raefbrisbin	clay=0; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[122,36]; settlements=[139,52]	jesus	 	 
33	02:21:00:705	Ghettoette	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[171,133]; settlements=[171,150]	aw crap	 	 
34	02:21:01:541	Server	 		raefbrisbin built a road.	 	 
35	02:21:15:800	raefbrisbin	clay=0; ore=0; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[122,36; 36,37]; settlements=[139,52]	sorry	 	 
36	02:21:24:473	Server	 		gramos rolled a 4 and a 2.	 	 
37	02:21:24:474	Server	 		catanstrophe gets 1 wheat. raefbrisbin gets 1 ore.	 	 
38	02:21:26:857	raefbrisbin	clay=0; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[122,36; 36,37]; settlements=[139,52]	Seemed like most important resource	 	 
39	02:21:34:487	Ghettoette	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[171,133]; settlements=[171,150]	ha no worries	 	 
40	02:21:43:233	Server	 		gramos built a road.	 	 
41	02:21:47:832	raefbrisbin	clay=0; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[122,36; 36,37]; settlements=[139,52]	was going with the 9 wheat. but f wheat	 	 
42	02:21:52:706	Server	 		Ghettoette rolled a 3 and a 3.	 	 
43	02:21:52:708	Server	 		catanstrophe gets 1 wheat. raefbrisbin gets 1 ore.	 	 
44	02:21:59:496	gramos	clay=0; ore=0; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,70; 70,71]; settlements=[116,86]	that's the spirit	 	 
45	02:22:15:577	Server	 		catanstrophe rolled a 3 and a 4.	 	 
46	02:23:00:871	catanstrophe	clay=0; ore=2; sheep=0; wheat=4; wood=0; unknown=0; knights=0; dev-cards=0	roads=[67,184]; settlements=[84,184]	does anyone have any ore?	 	 
47	02:23:05:411	gramos	clay=0; ore=0; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,70; 70,71]; settlements=[116,86]	no	 	 
48	02:23:06:907	gramos	clay=0; ore=0; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,70; 70,71]; settlements=[116,86]	none	 	 
49	02:23:11:114	Ghettoette	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[171,133]; settlements=[171,150]	nope	 	 
50	02:23:35:991	Server	 		raefbrisbin rolled a 4 and a 6.	 	 
51	02:23:35:992	Server	 		catanstrophe gets 1 sheep. gramos gets 1 sheep.	 	 
52	02:23:42:356	raefbrisbin	clay=0; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[122,36; 36,37]; settlements=[139,52]	lol	 	 
53	02:23:47:057	Ghettoette	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[171,133]; settlements=[171,150]	d'oh!	 	 
54	02:23:52:083	Server	 		gramos rolled a 2 and a 5.	 	 
55	02:23:57:901	gramos	clay=0; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,70; 70,71]; settlements=[116,86]	ohgood	 	 
56	02:24:47:491	gramos	clay=0; ore=0; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,70; 70,71]; settlements=[116,86]	I would like some ore. I can offer wheat...	 	 
57	02:25:15:760	Server	 		Ghettoette rolled a 4 and a 5.	 	 
58	02:25:15:761	Server	 		Ghettoette gets 1 wheat. raefbrisbin gets 1 wood. gramos gets 1 wheat.	 	 
59	02:25:28:246	Server	 		catanstrophe rolled a 3 and a 5.	 	 
60	02:25:28:248	Server	 		Ghettoette gets 1 clay.	 	 
61	02:25:40:842	raefbrisbin	clay=0; ore=1; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[122,36; 36,37]; settlements=[139,52]	ouch, twice robbered	 	 
62	02:25:50:355	Server	 		raefbrisbin rolled a 6 and a 2.	 	 
63	02:25:50:358	Server	 		Ghettoette gets 1 clay.	 	 
64	02:25:56:716	Server	 		gramos rolled a 5 and a 3.	 	 
65	02:25:56:718	Server	 		Ghettoette gets 1 clay.	 	 
66	02:25:57:181	raefbrisbin	clay=0; ore=1; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[122,36; 36,37]; settlements=[139,52]	thrice	 	 
67	02:26:05:218	Server	 		Ghettoette rolled a 6 and a 2.	 	 
68	02:26:05:219	Server	 		Ghettoette gets 1 clay.	 	 
69	02:26:12:203	raefbrisbin	clay=0; ore=1; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[122,36; 36,37]; settlements=[139,52]	omg	 	 
70	02:26:19:837	gramos	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,70; 70,71]; settlements=[116,86]	rough game...	 	 
71	02:26:23:528	Ghettoette	clay=4; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[171,133]; settlements=[171,150]	anyone want to give me wood for brick or wheat?	 	 
72	02:26:28:107	raefbrisbin	clay=0; ore=1; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[122,36; 36,37]; settlements=[139,52]	lol	 	 
73	02:26:36:584	gramos	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,70; 70,71]; settlements=[116,86]	none to give, alas	 	 
74	02:26:52:687	Server	 		catanstrophe rolled a 3 and a 1.	 	 
75	02:26:52:690	Server	 		Ghettoette gets 1 wheat. catanstrophe gets 1 wheat. raefbrisbin gets 1 wheat. gramos gets 1 wheat.	 	 
76	02:27:14:747	catanstrophe	clay=0; ore=2; sheep=1; wheat=4; wood=0; unknown=0; knights=0; dev-cards=0	roads=[67,184]; settlements=[84,184]	i will 1 sheep for 1 wheat	 	 
77	02:27:21:669	catanstrophe	clay=0; ore=2; sheep=1; wheat=4; wood=0; unknown=0; knights=0; dev-cards=0	roads=[67,184]; settlements=[84,184]	i will give 1 sheep...	 	 
78	02:27:39:191	gramos	clay=0; ore=0; sheep=1; wheat=4; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,70; 70,71]; settlements=[116,86]	ok, I'll take that	 	 
79	02:27:54:797	Server	 		catanstrophe made an offer to trade 1 sheep for 1 wheat.	 	 
80	02:28:01:078	Server	 		catanstrophe traded 1 sheep for 1 wheat from gramos.	 	 
81	02:28:26:361	Server	 		catanstrophe traded 4 wheat for 1 ore from the bank.	 	 
82	02:28:33:834	Server	 		raefbrisbin rolled a 5 and a 2.	 	 
83	02:29:05:320	Server	 		gramos rolled a 6 and a 4.	 	 
84	02:29:05:322	Server	 		Ghettoette gets 1 wood. catanstrophe gets 1 sheep. raefbrisbin gets 1 wood. gramos gets 1 sheep.	 	 
85	02:29:11:921	gramos	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,70; 70,71]; settlements=[116,86]	great, more sheep	 	 
86	02:29:24:008	gramos	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,70; 70,71]; settlements=[116,86]	anyone have ore?	 	 
87	02:29:29:884	gramos	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,70; 70,71]; settlements=[116,86]	I can be generous with sheep or wheat	 	 
88	02:29:50:112	Server	 		Ghettoette rolled a 1 and a 1.	 	 
89	02:29:50:113	Server	 		Ghettoette gets 1 clay.	 	 
90	02:30:05:404	Server	 		Ghettoette built a road.	 	 
91	02:30:09:105	raefbrisbin	clay=0; ore=1; sheep=0; wheat=3; wood=2; unknown=0; knights=0; dev-cards=0	roads=[122,36; 36,37]; settlements=[139,52]	even when I block the 8!	 	 
92	02:30:17:624	Server	 		catanstrophe rolled a 2 and a 6.	 	 
93	02:30:17:625	Server	 		catanstrophe gets 1 wood. raefbrisbin gets 1 wood.	 	 
