ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	17:28:43:220	raefbrisbin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		odds that people remember? 50/50	 	 
2	17:31:08:712	catanstrophe	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hahah	 	 
3	17:31:18:072	Server	 		raefbrisbin built a settlement.	 	 
4	17:31:39:870	Server	 		raefbrisbin built a road.	 	 
5	17:32:06:954	Server	 		zorburt built a settlement.	 	 
6	17:32:17:096	Server	 		zorburt built a road.	 	 
7	17:32:37:101	Server	 		catanstrophe built a settlement.	 	 
8	17:32:41:448	Server	 		catanstrophe built a road.	 	 
9	17:32:47:483	Server	 		gramos built a settlement.	 	 
10	17:32:50:898	Server	 		gramos built a road.	 	 
11	17:33:05:167	Server	 		gramos built a settlement.	 	 
12	17:33:07:502	Server	 		gramos built a road.	 	 
13	17:35:12:704	raefbrisbin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		?	 	 
14	17:35:49:807	Server	 		catanstrophe built a settlement.	 	 
15	17:35:52:186	Server	 		catanstrophe built a road.	 	 
16	17:36:04:456	raefbrisbin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		what happens if you disconnect?	 	 
17	17:36:12:934	Server	 		zorburt built a settlement.	 	 
18	17:36:21:390	Server	 		zorburt built a road.	 	 
19	17:36:25:234	zorburt	clay=0; ore=1; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[116,139]; settlements=[116,139]	not sure	 	 
20	17:36:25:570	gramos	clay=1; ore=0; sheep=1; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[70,84]; settlements=[71,84]	I dunno, we probably all just wait for you to finish your turn	 	 
21	17:36:56:880	Server	 		raefbrisbin built a settlement.	 	 
22	17:37:02:337	Server	 		raefbrisbin built a road.	 	 
23	17:37:07:479	gramos	clay=1; ore=0; sheep=1; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[70,84]; settlements=[71,84]	"I.e., the game stays ""in progress"" until you log-in again with the same credentials"	 	 
24	17:37:08:013	Server	 		raefbrisbin rolled a 3 and a 5.	 	 
25	17:37:08:015	Server	 		zorburt gets 1 ore, 1 wood. gramos gets 1 wood.	 	 
26	17:37:19:183	Server	 		zorburt rolled a 1 and a 3.	 	 
27	17:37:19:186	Server	 		raefbrisbin gets 1 ore. gramos gets 1 clay.	 	 
28	17:37:29:761	catanstrophe	clay=1; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,134]; settlements=[105,135]	ouch	 	 
29	17:37:34:462	catanstrophe	clay=1; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,134]; settlements=[105,135]	brutal cutoff by blue	 	 
30	17:37:39:692	Server	 		catanstrophe rolled a 5 and a 4.	 	 
31	17:37:39:694	Server	 		raefbrisbin gets 1 clay, 1 wheat. catanstrophe gets 1 clay, 1 wheat.	 	 
32	17:37:49:592	raefbrisbin	clay=1; ore=1; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[152,90]; settlements=[169,107]	ya, I didn't like my last pick	 	 
33	17:38:03:652	catanstrophe	clay=2; ore=0; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,134]; settlements=[105,135]	this board isnt great	 	 
34	17:38:24:805	gramos	clay=2; ore=0; sheep=1; wheat=0; wood=2; unknown=0; knights=0; dev-cards=0	roads=[70,84]; settlements=[71,84]	at least the desert's in the corner	 	 
35	17:38:25:224	Server	 		catanstrophe built a road.	 	 
36	17:38:45:982	Server	 		gramos rolled a 1 and a 1.	 	 
37	17:38:45:983	Server	 		No player gets anything.	 	 
38	17:39:11:512	Server	 		gramos built a road.	 	 
39	17:39:32:285	Server	 		raefbrisbin rolled a 3 and a 1.	 	 
40	17:39:32:286	Server	 		raefbrisbin gets 1 ore. gramos gets 1 clay.	 	 
41	17:39:36:163	gramos	clay=2; ore=0; sheep=1; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[70,84; 84,101]; settlements=[71,84]	oh, I have to click Done. Sorry	 	 
42	17:39:44:007	raefbrisbin	clay=1; ore=2; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[152,90]; settlements=[169,107]	anyone have an ore?	 	 
43	17:39:56:578	gramos	clay=2; ore=0; sheep=1; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[70,84; 84,101]; settlements=[71,84]	no not yet	 	 
44	17:39:58:826	zorburt	clay=0; ore=2; sheep=2; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[116,139]; settlements=[116,139]	not for trading sorry	 	 
45	17:40:17:775	Server	 		zorburt rolled a 1 and a 2.	 	 
46	17:40:17:777	Server	 		gramos gets 1 sheep.	 	 
47	17:40:32:196	Server	 		catanstrophe rolled a 2 and a 6.	 	 
48	17:40:32:198	Server	 		zorburt gets 1 ore, 1 wood. gramos gets 1 wood.	 	 
49	17:40:45:883	catanstrophe	clay=1; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,134; 134,150]; settlements=[105,135]	anyone have wood?	 	 
50	17:40:52:136	raefbrisbin	clay=1; ore=2; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[152,90]; settlements=[169,107]	nope	 	 
