ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	16:00:11:936	Katherine	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hi charlotte!	 	 
1.1	16:00:22:462	Charlotte	 	 	hi!	 	 
2	16:00:26:178	Katherine	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		we're waiting for 2 other players& right	 	 
2.1	16:00:30:326	Markus	 	 	Please only start the game when all four participants are there	 	 
3	16:00:34:983	Katherine	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		ok	 	 
3.1	16:00:47:293	Markus	 	 	Uhm, there should be 4 in total, I think.	 	 
3.2	16:04:44:284	Markus	 	 	Can you wait for a few more minutes?	 	 
4	16:05:04:300	Katherine	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		sure	 	 
5	16:05:09:851	Charlotte	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		yep	 	 
6	16:05:12:043	Amanda	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		yeh	 	 
6.1	16:09:56:081	Markus	 	 	Hi, go ahead!	 	 
7	16:09:57:056	Server	 		Josephine built a settlement.	 	 
7.1	16:09:58:497	Markus	 	 	Have fun!	 	 
8	16:10:02:871	Server	 		Josephine built a road.	 	 
9	16:10:36:565	Server	 		Charlotte built a settlement.	 	 
10	16:10:43:088	Server	 		Charlotte built a road.	 	 
11	16:11:03:613	Server	 		Katherine built a settlement.	 	 
12	16:11:11:615	Server	 		Katherine built a road.	 	 
13	16:11:28:238	Server	 		Amanda built a settlement.	 	 
14	16:11:33:305	Server	 		Amanda built a road.	 	 
15	16:11:42:455	Server	 		Amanda built a settlement.	 	 
16	16:11:49:705	Server	 		Amanda built a road.	 	 
17	16:13:08:156	Katherine	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		somethings not working...& nothing happens when i click on the board thing	 	 
18	16:13:18:200	Server	 		Katherine built a settlement.	 	 
19	16:13:24:650	Server	 		Katherine built a road.	 	 
20	16:13:50:009	Server	 		Charlotte built a settlement.	 	 
21	16:13:56:852	Server	 		Charlotte built a road.	 	 
22	16:14:09:071	Server	 		Josephine built a settlement.	 	 
23	16:14:27:935	Server	 		Josephine built a road.	 	 
24	16:14:32:956	Server	 		Josephine rolled a 4 and a 4.	 	 
25	16:14:32:958	Server	 		Charlotte gets 1 clay. Amanda gets 1 wheat.	 	 
26	16:15:09:714	Server	 		Charlotte rolled a 2 and a 1.	 	 
27	16:15:09:716	Server	 		Katherine gets 1 sheep. Amanda gets 1 wheat.	 	 
28	16:16:18:715	Server	 		Charlotte built a road.	 	 
29	16:16:24:628	Amanda	clay=0; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,167]; settlements=[171,184]	don't you have to press the roll button?	 	 
30	16:16:31:580	Server	 		Katherine rolled a 6 and a 6.	 	 
31	16:16:31:582	Server	 		No player gets anything.	 	 
32	16:16:49:624	Josephine	clay=0; ore=1; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[99,138]; settlements=[116,139]	You don't have to press it,& just press done at the end	 	 

33	16:17:31:826	Server	 		Amanda rolled a 3 and a 1.	 	 
34	16:17:31:828	Server	 		Charlotte gets 1 wood. Katherine gets 1 sheep, 1 wood. Amanda gets 1 sheep.	 	 
35	16:17:43:378	Server	 		Josephine rolled a 3 and a 3.	 	 
36	16:17:43:380	Server	 		Charlotte gets 1 wheat. Katherine gets 1 wheat. Amanda gets 1 sheep.	 	 
37	16:18:07:367	Server	 		Charlotte rolled a 3 and a 1.	 	 
38	16:18:07:370	Server	 		Charlotte gets 1 wood. Katherine gets 1 sheep, 1 wood. Amanda gets 1 sheep.	 	 
39	16:18:14:862	Server	 		Charlotte built a road.	 	 
40	16:18:27:553	Server	 		Katherine rolled a 1 and a 4.	 	 
41	16:18:27:555	Server	 		Charlotte gets 1 wheat. Josephine gets 1 ore, 1 wheat.	 	 
42	16:18:53:764	Server	 		Katherine made an offer to trade 2 sheep for 1 clay.	 	 
43	16:19:26:081	Amanda	clay=0; ore=0; sheep=5; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,167]; settlements=[171,184]	how do i confirm?	 	 
44	16:19:35:839	Katherine	clay=0; ore=0; sheep=4; wheat=2; wood=3; unknown=0; knights=0; dev-cards=0	roads=[134,86]; settlements=[135,86]	i dont know& haha	 	 
45	16:19:56:029	Josephine	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[99,138]; settlements=[116,139]	Dma	 	 
46	16:20:16:528	Amanda	clay=0; ore=0; sheep=5; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,167]; settlements=[171,184]	eh?	 	 
47	16:20:20:681	Josephine	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[99,138]; settlements=[116,139]	That wasn't meant to type.	 	 
48	16:20:36:425	Josephine	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[99,138]; settlements=[116,139]	Email Markus?	 	 
49	16:20:44:676	Katherine	clay=0; ore=0; sheep=4; wheat=2; wood=3; unknown=0; knights=0; dev-cards=0	roads=[134,86]; settlements=[135,86]	so.. no one knows how to confirm?	 	 
50	16:20:57:312	Amanda	clay=0; ore=0; sheep=5; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,167]; settlements=[171,184]	how did you reject it josephine?	 	 
51	16:21:10:590	Josephine	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[99,138]; settlements=[116,139]	Just pressed reject.	 	 
51.1	16:21:22:589	Markus	 	 	Sorry,& busy in another game.	 	 
52	16:21:22:684	Katherine	clay=0; ore=0; sheep=4; wheat=2; wood=3; unknown=0; knights=0; dev-cards=0	roads=[134,86]; settlements=[135,86]	then i guess& theres an accept button right next to it	 	 
53	16:21:23:915	Amanda	clay=0; ore=0; sheep=5; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,167]; settlements=[171,184]	where's that?	 	 
53.1	16:21:32:228	Markus	 	 	Click accept or reject.	 	 
54	16:21:33:316	Josephine	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[99,138]; settlements=[116,139]	Do you see a reject button?	 	 
54.1	16:21:45:932	Markus	 	 	If you can't accept, you don't have the requested resources.	 	 
55	16:21:46:252	Amanda	clay=0; ore=0; sheep=5; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,167]; settlements=[171,184]	i don't see either button	 	 
56	16:21:50:717	Josephine	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[99,138]; settlements=[116,139]	On Katherine's screen?	 	 
57	16:21:56:522	Josephine	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[99,138]; settlements=[116,139]	in a bubble	 	 
58	16:22:29:409	Amanda	clay=0; ore=0; sheep=5; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,167]; settlements=[171,184]	i see the bubble& but no options	 	 
58.1	16:22:49:164	Markus	 	 	Are you on a Unix/Linux machine?	 	 
59	16:22:56:384	Amanda	clay=0; ore=0; sheep=5; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,167]; settlements=[171,184]	no	 	 
59.1	16:23:01:292	Markus	 	 	Oh, Amanda, you can't do anything.	 	 
60	16:23:10:098	Amanda	clay=0; ore=0; sheep=5; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,167]; settlements=[171,184]	oh, okay. haha	 	 
60.1	16:23:22:380	Markus	 	 	The trade offer is between Katherine and Josephinel.	 	 
61	16:23:43:220	Amanda	clay=0; ore=0; sheep=5; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,167]; settlements=[171,184]	then pick me, katherine,& pick meee!	 	 
61.1	16:23:57:108	Markus	 	 	Remember that the easiest way to play is to negotiate trades!	 	 
62	16:23:57:221	Josephine	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[99,138]; settlements=[116,139]	Can you try another trade?	 	 
63	16:24:02:383	Katherine	clay=0; ore=0; sheep=4; wheat=2; wood=3; unknown=0; knights=0; dev-cards=0	roads=[134,86]; settlements=[135,86]	ill try	 	 
63.1	16:24:09:355	Markus	 	 	Meaning agreeing them before registering them.	 	 
64	16:24:13:279	Server	 		Katherine made an offer to trade 1 sheep for 1 wood.	 	 
65	16:24:20:320	Amanda	clay=0; ore=0; sheep=5; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,167]; settlements=[171,184]	ok	 	 
