ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	19:27:48:621	zorburt	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		great!	 	 
2	19:29:03:199	catanstrophe	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		ok so what do we do now?	 	 
3	19:29:08:427	catanstrophe	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		who moves first i mean	 	 
4	19:29:28:462	zorburt	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		oh, apparently it says raef has to build a settlement.	 	 
5	19:29:35:885	raefbrisbin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		sorry	 	 
6	19:29:42:945	Ghettoette	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		i think click where you want a settlement	 	 
7	19:29:48:263	raefbrisbin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		just figuring out the resources	 	 
8	19:29:56:090	zorburt	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		yeah that's cool.	 	 
9	19:30:39:039	Server	 		raefbrisbin built a settlement.	 	 
10	19:30:43:092	Server	 		raefbrisbin built a road.	 	 
11	19:31:36:634	Server	 		catanstrophe built a settlement.	 	 
12	19:31:38:606	Server	 		catanstrophe built a road.	 	 
13	19:31:58:458	Server	 		Ghettoette built a settlement.	 	 
14	19:32:01:738	Server	 		Ghettoette built a road.	 	 
15	19:32:23:426	Server	 		zorburt built a settlement.	 	 
16	19:32:31:282	Server	 		zorburt built a road.	 	 
17	19:32:34:894	Server	 		zorburt built a settlement.	 	 
18	19:32:42:051	Server	 		zorburt built a road.	 	 
19	19:33:43:418	Server	 		Ghettoette built a settlement.	 	 
20	19:33:57:447	Server	 		Ghettoette built a road.	 	 
21	19:34:31:633	Server	 		catanstrophe built a settlement.	 	 
22	19:34:38:645	Server	 		catanstrophe built a road.	 	 
23	19:35:50:838	Server	 		raefbrisbin built a settlement.	 	 
24	19:35:54:278	Server	 		raefbrisbin built a road.	 	 
25	19:35:59:603	Server	 		raefbrisbin rolled a 3 and a 2.	 	 
26	19:35:59:604	Server	 		Ghettoette gets 1 wood. raefbrisbin gets 1 sheep.	 	 
27	19:36:32:345	Server	 		catanstrophe rolled a 6 and a 2.	 	 
28	19:36:32:346	Server	 		zorburt gets 1 ore. raefbrisbin gets 1 ore. catanstrophe gets 1 ore.	 	 
29	19:38:21:398	raefbrisbin	clay=0; ore=3; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	?	 	 
30	19:39:06:071	catanstrophe	clay=0; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	whose turn is it?	 	 
31	19:39:10:425	raefbrisbin	clay=0; ore=3; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	yours	 	 
32	19:39:14:287	zorburt	clay=0; ore=2; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	i think ghettoette?	 	 
33	19:39:18:238	Ghettoette	clay=0; ore=0; sheep=1; wheat=0; wood=3; unknown=0; knights=0; dev-cards=0	roads=[69,99]; settlements=[86,116]	you have to press done when done	 	 
34	19:39:32:573	Ghettoette	clay=0; ore=0; sheep=1; wheat=0; wood=3; unknown=0; knights=0; dev-cards=0	roads=[69,99]; settlements=[86,116]	or i cant roll	 	 
35	19:39:36:871	catanstrophe	clay=0; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	"wait it skipped me?  I figured if it were my turn the ""roll"" button would be enabled"	 	 
36	19:39:46:404	raefbrisbin	clay=0; ore=3; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	it's been your turn the whole time	 	 
37	19:39:49:538	raefbrisbin	clay=0; ore=3; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	it auto rolls	 	 
38	19:39:50:462	zorburt	clay=0; ore=2; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	i think it said catanstrophe rolled an 8	 	 
39	19:40:10:301	catanstrophe	clay=0; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	ok sorry	 	 
40	19:40:14:676	raefbrisbin	clay=0; ore=3; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	the arrow points to the player as well	 	 
41	19:40:18:464	catanstrophe	clay=0; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	anyone have brick?	 	 
42	19:40:21:200	raefbrisbin	clay=0; ore=3; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	no worries, all figuring it out	 	 
43	19:40:27:272	zorburt	clay=0; ore=2; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	no brick.	 	 
44	19:40:29:416	catanstrophe	clay=0; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	ahhh i see the arrow thanks	 	 
45	19:40:30:136	raefbrisbin	clay=0; ore=3; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	nope	 	 
46	19:40:45:970	Server	 		Ghettoette rolled a 2 and a 1.	 	 
47	19:40:45:972	Server	 		Ghettoette gets 1 wheat. catanstrophe gets 1 wheat.	 	 
48	19:40:59:433	Server	 		zorburt rolled a 5 and a 5.	 	 
49	19:40:59:434	Server	 		Ghettoette gets 1 sheep. zorburt gets 1 sheep. catanstrophe gets 1 sheep.	 	 
50	19:41:21:004	Server	 		raefbrisbin rolled a 4 and a 4.	 	 
51	19:41:21:006	Server	 		zorburt gets 1 ore. raefbrisbin gets 1 ore. catanstrophe gets 1 ore.	 	 
52	19:41:35:238	Server	 		catanstrophe rolled a 1 and a 2.	 	 
53	19:41:35:240	Server	 		Ghettoette gets 1 wheat. catanstrophe gets 1 wheat.	 	 
54	19:41:41:218	catanstrophe	clay=0; ore=2; sheep=1; wheat=3; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	anyone have ore?	 	 
55	19:41:45:945	raefbrisbin	clay=0; ore=4; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	yup	 	 
56	19:41:48:099	zorburt	clay=0; ore=3; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	i hav an ore	 	 
57	19:41:51:811	raefbrisbin	clay=0; ore=4; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	4	 	 
58	19:41:55:650	catanstrophe	clay=0; ore=2; sheep=1; wheat=3; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	will trade a sheep or wood or wheat	 	 
59	19:42:03:756	raefbrisbin	clay=0; ore=4; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	wood	 	 
60	19:42:03:871	zorburt	clay=0; ore=3; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	i'll take wood or wheat for an ore	 	 
61	19:42:12:511	raefbrisbin	clay=0; ore=4; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	for 2	 	 
62	19:42:17:743	catanstrophe	clay=0; ore=2; sheep=1; wheat=3; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	ok will trade wood hold on let me figure this out	 	 
63	19:42:46:662	catanstrophe	clay=0; ore=2; sheep=1; wheat=3; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	hmm	 	 
64	19:42:53:458	catanstrophe	clay=0; ore=2; sheep=1; wheat=3; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	can you do 1 for 1?	 	 
65	19:42:56:892	zorburt	clay=0; ore=3; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	i can!	 	 
66	19:43:00:024	raefbrisbin	clay=0; ore=4; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	i'll give 2	 	 
67	19:44:05:281	catanstrophe	clay=0; ore=2; sheep=1; wheat=3; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	raef: give two ore for 1 what?	 	 
68	19:44:12:974	raefbrisbin	clay=0; ore=4; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	wood	 	 
69	19:44:24:748	catanstrophe	clay=0; ore=2; sheep=1; wheat=3; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	oksounds good	 	 
70	19:44:59:805	Server	 		catanstrophe made an offer to trade 1 wood for 2 ore.	 	 
71	19:45:06:026	Server	 		catanstrophe traded 1 wood for 2 ore from raefbrisbin.	 	 
72	19:45:07:515	catanstrophe	clay=0; ore=4; sheep=1; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	ok did you get the trade?	 	 
73	19:45:17:127	raefbrisbin	clay=0; ore=2; sheep=1; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	ya	 	 
74	19:45:50:532	catanstrophe	clay=0; ore=4; sheep=1; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	ok how does one buy something?	 	 
75	19:45:55:642	catanstrophe	clay=0; ore=4; sheep=1; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[67,135]; settlements=[84,135]	(sorry thisis taking a long time)	 	 
76	19:46:00:121	zorburt	clay=0; ore=3; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	trade with bank i think	 	 
77	19:46:07:266	Ghettoette	clay=0; ore=0; sheep=2; wheat=2; wood=3; unknown=0; knights=0; dev-cards=0	roads=[69,99]; settlements=[86,116]	trade w/ bank/port button	 	 
78	19:46:11:108	zorburt	clay=0; ore=3; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	that's ok. we're still all figuring it out too	 	 
79	19:46:29:215	raefbrisbin	clay=0; ore=2; sheep=1; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	not buttons beside the buildings?	 	 
80	19:46:42:996	Server	 		catanstrophe built a city.	 	 
81	19:46:48:793	catanstrophe	clay=0; ore=1; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[67,135]	ok it worked	 	 
82	19:46:51:881	catanstrophe	clay=0; ore=1; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[67,135]	do the trade with bank	 	 
83	19:47:00:545	catanstrophe	clay=0; ore=1; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[67,135]	and then right click on the settllement you want to upgrade to a city	 	 
84	19:47:06:536	Server	 		Ghettoette rolled a 2 and a 4.	 	 
85	19:47:06:537	Server	 		Ghettoette gets 1 clay. zorburt gets 1 clay. raefbrisbin gets 1 clay.	 	 
86	19:47:09:081	catanstrophe	clay=0; ore=1; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[67,135]	goodthing we are doing this practice round	 	 
87	19:48:43:369	Server	 		Ghettoette built a road.	 	 
88	19:48:51:741	Server	 		zorburt rolled a 5 and a 5.	 	 
89	19:48:51:742	Server	 		Ghettoette gets 1 sheep. zorburt gets 1 sheep. catanstrophe gets 2 sheep.	 	 
90	19:49:05:565	zorburt	clay=1; ore=3; sheep=3; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	trade a sheep or ore for a clay?	 	 
91	19:49:07:365	zorburt	clay=1; ore=3; sheep=3; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	anyone?	 	 
92	19:49:15:303	zorburt	clay=1; ore=3; sheep=3; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	sorry not clay. wood.	 	 
93	19:49:15:683	raefbrisbin	clay=1; ore=2; sheep=1; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	nay	 	 
94	19:49:32:850	catanstrophe	clay=0; ore=1; sheep=3; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[67,135]	no i am looking for clay as well	 	 
95	19:49:43:989	raefbrisbin	clay=1; ore=2; sheep=1; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,36]; settlements=[105,52]	same old story :)	 	 
96	19:49:46:135	zorburt	clay=1; ore=3; sheep=3; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	sorry, essentially i need wood. i mistyped.	 	 
97	19:49:55:697	catanstrophe	clay=0; ore=1; sheep=3; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[67,135]	ok i have one to trade for one clay	 	 
98	19:50:06:928	zorburt	clay=1; ore=3; sheep=3; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	bah i need my clay.  thanks tho	 	 
99	19:50:28:127	Server	 		raefbrisbin rolled a 6 and a 2.	 	 
100	19:50:28:129	Server	 		zorburt gets 1 ore. raefbrisbin gets 1 ore. catanstrophe gets 2 ore.	 	 
101	19:50:37:912	Server	 		raefbrisbin built a road.	 	 
102	19:50:47:640	Server	 		catanstrophe rolled a 1 and a 3.	 	 
103	19:50:47:642	Server	 		Ghettoette gets 1 ore. zorburt gets 1 wood. raefbrisbin gets 1 ore. catanstrophe gets 1 wood.	 	 
104	19:51:03:685	catanstrophe	clay=0; ore=3; sheep=3; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]	i am looking for grain.  can trade sheep or wood	 	 
105	19:51:13:833	raefbrisbin	clay=0; ore=4; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,36; 36,122]; settlements=[105,52]	none	 	 
106	19:51:16:270	zorburt	clay=1; ore=4; sheep=3; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[166,171]; settlements=[167,171]	none.	 	 
107	19:51:25:432	catanstrophe	clay=0; ore=3; sheep=3; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]	hmm	 	 
108	19:51:32:321	catanstrophe	clay=0; ore=3; sheep=3; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[67,135]	does anyone have sheep?	 	 
