ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
0.1	21:58:29:075	inca	 	 	hey, like the room name	 	 
1	21:58:38:140	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		evening	 	 
2	21:58:56:136	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		indeed.	 	 
3	21:59:03:155	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hopefully I can net my first win	 	 
4	21:59:15:168	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		you must be doing pretty well?	 	 
5	22:00:15:354	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		i think it's between me and kieran for the extravagant prize,& not sure exactly how it works though	 	 
6	22:00:53:349	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		best of luck so	 	 
7	22:00:58:133	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		£20, is it?	 	 
8	22:01:01:321	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		cheers	 	 
9	22:01:03:327	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		yep	 	 
10	22:01:10:842	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		would be quite nice	 	 
11	22:01:58:387	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		if you win,& we'll all have had a win	 	 
12	22:02:01:392	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		that would be a nice ending	 	 
13	22:02:18:978	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		indeed.& what's happened to carina lately?	 	 
14	22:04:01:199	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		not sure,& a few weeks ago she said she was away travelling somewhere, and that we could play without	 	 
15	22:04:06:800	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		haven't heard from her  since	 	 
16	22:04:16:498	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		*without her if necessary	 	 
17	22:04:41:216	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		ok,& fair enough.	 	 
18	22:04:45:553	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		elusive German :P	 	 
19	22:04:52:858	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		haha, indeed	 	 
20	22:04:56:006	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		http://www.youtube.com/watch?v=aGSKrC7dGcY	 	 
21	22:04:57:987	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		tune	 	 
22	22:06:51:084	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		like it	 	 
23	22:06:56:724	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		think i'll play it throughout the game	 	 
24	22:07:12:751	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		haha, nice.	 	 
25	22:07:43:166	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I'm a bit weird when it comes to music.& most of my favourite artists are from the 80's/90's	 	 
26	22:08:41:708	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		heh that's not too weird really,& music's taken a bad turn recently	 	 
27	22:09:02:242	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		very true	 	 
