ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	22:23:06:262	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		your room names are getting creative	 	 
2	22:23:13:205	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Heh	 	 
3	22:23:26:876	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		OK, let's go, & good luck all	 	 
4	22:23:38:206	Server	 		inca built a settlement.	 	 
5	22:23:42:386	Server	 		inca built a road.	 	 
6	22:23:52:573	Server	 		Gaeilgeoir built a settlement.	 	 
7	22:23:55:757	Server	 		Gaeilgeoir built a road.	 	 
8	22:24:05:029	Gaeilgeoir	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		same to you mate	 	 
9	22:24:16:197	Server	 		Carina built a settlement.	 	 
10	22:24:36:509	Server	 		Carina built a road.	 	 
11	22:25:02:053	Carina	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		good luck	 	 
12	22:25:30:269	Server	 		Carina built a settlement.	 	 
13	22:26:20:288	Server	 		Carina built a road.	 	 
14	22:26:41:086	Server	 		Gaeilgeoir built a settlement.	 	 
15	22:26:45:043	Server	 		Gaeilgeoir built a road.	 	 
16	22:27:15:190	Server	 		inca built a settlement.	 	 
17	22:27:23:791	Server	 		inca built a road.	 	 
18	22:27:27:124	Server	 		inca rolled a 3 and a 5.	 	 
19	22:27:27:126	Server	 		inca gets 1 sheep.	 	 
20	22:27:38:694	Server	 		Gaeilgeoir rolled a 5 and a 4.	 	 
21	22:27:38:696	Server	 		Gaeilgeoir gets 1 wood. Carina gets 1 wood.	 	 
22	22:28:19:535	Server	 		Carina rolled a 1 and a 2.	 	 
23	22:28:19:537	Server	 		Gaeilgeoir gets 2 ore.	 	 
24	22:29:05:161	Server	 		inca rolled a 6 and a 1.	 	 
25	22:29:26:734	Server	 		Gaeilgeoir rolled a 1 and a 2.	 	 
26	22:29:26:737	Server	 		Gaeilgeoir gets 2 ore.	 	 
27	22:30:01:649	Gaeilgeoir	clay=0; ore=5; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[86,84]; settlements=[103,101]	anyone have clay? & I have ore	 	 
28	22:30:25:459	inca	clay=1; ore=1; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[170,71]; settlements=[171,71]	i've got one	 	 
29	22:30:44:799	Server	 		Gaeilgeoir made an offer to trade 1 ore for 1 clay.	 	 
30	22:30:49:058	Server	 		Gaeilgeoir traded 1 ore for 1 clay from inca.	 	 
31	22:30:58:335	Server	 		Gaeilgeoir built a road.	 	 
32	22:31:06:384	Server	 		Carina rolled a 4 and a 6.	 	 
33	22:31:06:388	Server	 		inca gets 1 wood. Gaeilgeoir gets 1 wheat.	 	 
34	22:31:22:988	Server	 		inca rolled a 6 and a 3.	 	 
35	22:31:22:990	Server	 		No player gets anything.	 	 
36	22:31:37:821	Server	 		Gaeilgeoir rolled a 4 and a 3.	 	 
37	22:31:57:898	Gaeilgeoir	clay=0; ore=4; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[86,84; 84,68]; settlements=[103,101]	damn, didn't mean that...	 	 
38	22:31:59:704	Gaeilgeoir	clay=0; ore=4; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[86,84; 84,68]; settlements=[103,101]	oh well	 	 
39	22:32:08:617	inca	clay=0; ore=1; sheep=0; wheat=0; wood=2; unknown=0; knights=0; dev-cards=1	roads=[170,71]; settlements=[171,71]	thought you were being kind!	 	 
40	22:32:11:909	Server	 		Gaeilgeoir built a city.	 	 
41	22:32:19:415	Server	 		Carina rolled a 5 and a 3.	 	 
42	22:32:19:417	Server	 		inca gets 1 sheep.	 	 
43	22:32:29:070	Gaeilgeoir	clay=0; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[86,84; 84,68]	Indeed. & :P	 	 
44	22:32:34:394	Server	 		inca rolled a 1 and a 2.	 	 
45	22:32:34:397	Server	 		Gaeilgeoir gets 3 ore.	 	 
46	22:32:45:667	Server	 		Gaeilgeoir rolled a 3 and a 2.	 	 
47	22:32:45:670	Server	 		inca gets 1 wheat. Carina gets 1 clay, 1 wheat.	 	 
48	22:32:59:966	Server	 		Carina rolled a 6 and a 4.	 	 
49	22:32:59:969	Server	 		inca gets 1 wood. Gaeilgeoir gets 1 wheat.	 	 
50	22:33:33:749	Server	 		Carina built a road.	 	 
51	22:33:50:582	Server	 		inca rolled a 1 and a 5.	 	 
52	22:33:50:584	Server	 		inca gets 1 wheat. Gaeilgeoir gets 2 wheat.	 	 
53	22:34:07:073	Server	 		Gaeilgeoir rolled a 6 and a 1.	 	 
54	22:34:35:828	Server	 		Gaeilgeoir built a city.	 	 
55	22:34:41:470	Server	 		Carina rolled a 1 and a 5.	 	 
56	22:34:41:473	Server	 		inca gets 1 wheat. Gaeilgeoir gets 2 wheat.	 	 
57	22:34:52:556	inca	clay=0; ore=0; sheep=0; wheat=2; wood=2; unknown=0; knights=0; dev-cards=2	roads=[170,71]; settlements=[171,71]	I've just had an e-mail & back from yiin	 	 
58	22:34:59:988	inca	clay=0; ore=0; sheep=0; wheat=2; wood=2; unknown=0; knights=0; dev-cards=2	roads=[170,71]; settlements=[171,71]	"""ehh sry & i lost track of time"""	 	 
59	22:35:00:167	Gaeilgeoir	clay=0; ore=1; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[86,84; 84,68]; cities=[103,101]	what did he say?	 	 
60	22:35:03:839	Gaeilgeoir	clay=0; ore=1; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[86,84; 84,68]; cities=[103,101]	...	 	 
61	22:35:05:869	Gaeilgeoir	clay=0; ore=1; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[86,84; 84,68]; cities=[103,101]	grrr	 	 
62	22:35:07:441	inca	clay=0; ore=0; sheep=0; wheat=2; wood=2; unknown=0; knights=0; dev-cards=2	roads=[170,71]; settlements=[171,71]	very helpful	 	 
63	22:35:10:205	Server	 		inca rolled a 2 and a 5.	 	 
64	22:35:44:501	Server	 		Gaeilgeoir rolled a 3 and a 5.	 	 
65	22:35:44:503	Server	 		inca gets 1 sheep.	 	 
