ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
0.1	16:31:01:464	Euan	 	 	Had to remake the game, too.	 	 
1	16:31:10:069	Joel	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		uh oh	 	 
2	16:31:11:597	Joel	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		it's all water	 	 
3	16:31:17:778	Cardlinger	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		thats ok for now	 	 
4	16:31:22:082	Cardlinger	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		once jon sits down...	 	 
5	16:31:30:450	jon	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		ha ha!	 	 
6	16:31:30:577	Cardlinger	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		then someone can hit start and it'll populate	 	 
7	16:31:38:715	Cardlinger	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		and _fingers crossed_	 	 
8	16:31:56:726	Joel	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		ok I am 4th player, fingers crossed that this works this time	 	relative
9	16:32:03:104	Euan	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Right then.	 	 
10	16:32:05:071	Euan	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Here goes nothing.	 	 
11	16:32:14:122	Server	 		Euan built a settlement.	 	 
12	16:32:17:570	Server	 		Euan built a road.	 	 
13	16:32:29:694	Server	 		Cardlinger built a settlement.	 	 
14	16:32:30:272	Server	 		Cardlinger built a road.	 	 
15	16:32:56:093	Server	 		jon built a settlement.	 	 
16	16:32:57:470	Server	 		jon built a road.	 	 
17	16:33:34:116	Server	 		Joel built a settlement.	 	 
18	16:33:37:836	Server	 		Joel built a road.	 	 
19	16:33:58:445	Server	 		Joel built a settlement.	 	 
20	16:34:16:745	Server	 		Joel built a road.	 	 
21	16:34:18:856	Cardlinger	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		yay!!!!!	 	 
22	16:34:28:520	Cardlinger	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		i don't care who wins now, we get to playyyy!!!	 	 
23	16:34:28:596	Euan	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Woo!	 	 
24	16:34:41:647	Server	 		jon built a settlement.	 	 
25	16:34:46:136	Server	 		jon built a road.	 	 
26	16:34:51:088	Server	 		Cardlinger built a settlement.	 	 
27	16:34:53:730	Server	 		Cardlinger built a road.	 	 
28	16:35:06:210	Server	 		Euan built a settlement.	 	 
29	16:35:12:228	Server	 		Euan built a road.	 	 
30	16:35:12:535	Cardlinger	clay=0; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[171,139]; settlements=[171,156]	good luck all :D	 	 
31	16:35:17:235	Server	 		Euan rolled a 6 and a 5.	 	 
32	16:35:17:237	Server	 		Euan gets 1 clay.	 	 
33	16:35:19:744	Euan	clay=2; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[52,103]; settlements=[52,103]	Here's to a fun game :)	 	 
34	16:35:43:750	Server	 		Cardlinger rolled a 5 and a 6.	 	 
35	16:35:43:752	Server	 		Euan gets 1 clay.	 	 
36	16:35:49:996	Server	 		jon rolled a 5 and a 1.	 	 
37	16:35:49:997	Server	 		Joel gets 1 wheat. Euan gets 1 sheep.	 	 
38	16:36:00:922	Server	 		Joel rolled a 5 and a 4.	 	 
39	16:36:00:924	Server	 		Cardlinger gets 1 ore. jon gets 1 ore. Joel gets 1 wheat.	 	 
40	16:36:11:640	Joel	clay=0; ore=0; sheep=1; wheat=4; wood=0; unknown=0; knights=0; dev-cards=0	roads=[67,168]; settlements=[84,184]	hey anyone have any brick?	 	 
41	16:36:13:848	Joel	clay=0; ore=0; sheep=1; wheat=4; wood=0; unknown=0; knights=0; dev-cards=0	roads=[67,168]; settlements=[84,184]	or clay sorry	 	 
42	16:36:19:349	Cardlinger	clay=0; ore=2; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[171,139]; settlements=[171,156]	nope :(	 	 
43	16:36:27:184	jon	clay=0; ore=1; sheep=0; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[106,131]; settlements=[122,131]	no	 	 
44	16:36:36:822	Cardlinger	clay=0; ore=2; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[171,139]; settlements=[171,156]	euan bagged a bit i think	 	I think
45	16:36:48:040	Cardlinger	clay=0; ore=2; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[171,139]; settlements=[171,156]	i rolled an 11 for him :D	 	 
46	16:36:48:471	Joel	clay=0; ore=0; sheep=1; wheat=4; wood=0; unknown=0; knights=0; dev-cards=0	roads=[67,168]; settlements=[84,184]	I am willing to do wheat --> clay,  or wheat for ore	 	or
47	16:37:27:294	Euan	clay=3; ore=0; sheep=2; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[52,103]; settlements=[52,103]	And I alt tab back from the tutorial. What's up?	 	 
48	16:37:34:643	Joel	clay=0; ore=0; sheep=1; wheat=4; wood=0; unknown=0; knights=0; dev-cards=0	roads=[67,168]; settlements=[84,184]	do you want to trade?	 	 
