ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	20:02:18:889	Agnes	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Hi all	 	 
2	20:02:30:220	Agnes	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		apologies for missing the last game	 	 
3	20:02:30:436	nelsen	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Hi there	 	 
4	20:03:02:057	nelsen	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		No problem!	 	 
5	20:05:06:090	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hello	 	 
6	20:05:19:970	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		did the last game get played?	 	 
7	20:05:33:666	nelsen	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		yes	 	 
8	20:05:37:318	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		cool	 	 
9	20:06:41:032	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		who are we waiting on now?	 	 
10	20:06:56:410	nelsen	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I think we're missing Mr. Sparkles	 	 
11	20:07:11:222	Agnes	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		how long do we wait?	 	 
12	20:07:33:400	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		we can try emailing him	 	 
13	20:08:10:100	Agnes	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		make it so :-)	 	 
14	20:08:23:693	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I'm having trouble locating the emails :S	 	 
15	20:09:21:267	nelsen	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		"searching for ""socl"" works quite well for me"	 	 
16	20:09:28:303	nelsen	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		:)	 	 
17	20:09:32:114	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		yer, not working for me	 	 
18	20:09:54:227	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I'm at about 85% of my gmail limit so I often find that it doesn;t find things so well	 	 
19	20:10:23:493	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		got it	 	 
20	20:10:25:902	nelsen	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		gmail has got pretty slow since they changed the interface	 	 
21	20:11:31:616	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		email sent	 	 
22	20:11:42:957	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		last time he joined pretty quick	 	 
23	20:13:44:010	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		he'll be 5-10 mins	 	 
24	20:14:02:143	nelsen	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		ok, cool	 	 
25	20:14:08:693	Agnes	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		well done	 	 
25.1	20:17:12:927	sparkles	 	 	in	 	 
26	20:17:22:314	nelsen	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hey	 	 
27	20:17:22:787	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hi	 	 
28	20:17:28:969	sparkles	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		sorry, i'd have reaslised sooner but travelling around the north todayn is tricky	 	 
29	20:17:31:673	Agnes	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hi!	 	 
30	20:17:42:675	Server	 		sparkles built a settlement.	 	 
31	20:17:43:934	Server	 		sparkles built a road.	 	 
32	20:18:32:172	Server	 		Agnes built a settlement.	 	 
33	20:18:37:324	Server	 		Agnes built a road.	 	 
34	20:18:53:561	Server	 		Kersti built a settlement.	 	 
35	20:19:03:088	Server	 		Kersti built a road.	 	 
36	20:19:13:869	Server	 		nelsen built a settlement.	 	 
37	20:19:20:654	Server	 		nelsen built a road.	 	 
