ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
0.1	16:16:48:698	Kittles	 	 	do we start	 	 
1	16:16:50:831	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		No	 	 
1.1	16:16:54:703	Markus	 	 	Not yet	 	 
1.2	16:17:01:326	Markus	 	 	Wait for the 4th persion	 	 
2	16:17:15:094	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		"Press ""sit down"" though"	 	 
2.1	16:17:22:616	Kittles	 	 	do we start playing	 	 
3	16:17:31:610	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		When everyone has sat down	 	 
3.1	16:18:13:462	Markus	 	 	Who have we lost?	 	 
4	16:18:22:975	Rainbow	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		kittles	 	 
4.1	16:18:35:118	Markus	 	 	OK,& I'll try to send an email.	 	 
5	16:18:42:151	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Are you here Kittles?	 	 
5.1	16:19:12:916	Kittles	 	 	anyone????	 	 
6	16:19:18:836	Rainbow	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		?	 	 
7	16:19:24:992	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		"Press the ""sit here"" button in the lower right of the screen"	 	 
7.1	16:19:40:421	Markus	 	 	Ah, yes, please sit down!	 	 
8	16:20:40:753	Server	 		ariachiba built a settlement.	 	 
8.1	16:20:44:821	Markus	 	 	OK,& I'm not entirey sure the sequence was right, but let's try anyway.	 	 
9	16:20:44:992	Server	 		ariachiba built a road.	 	 
10	16:20:49:835	Server	 		Kittles built a settlement.	 	 
11	16:20:52:979	Server	 		Kittles built a road.	 	 
12	16:20:58:630	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Apologies if I started too soon	 	 
13	16:21:04:275	Server	 		Rainbow built a settlement.	 	 
14	16:21:05:717	Server	 		Rainbow built a road.	 	 
15	16:21:12:775	Server	 		inca built a settlement.	 	 
16	16:21:14:622	Server	 		inca built a road.	 	 
17	16:21:17:165	ariachiba	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		It's all,& good,& let's get rolling!& :)	 	 
18	16:21:22:775	Server	 		inca built a settlement.	 	 
19	16:21:27:453	Server	 		inca built a road.	 	 
20	16:21:31:791	Server	 		Rainbow built a settlement.	 	 
21	16:21:34:448	Server	 		Rainbow built a road.	 	 
22	16:21:54:170	Server	 		Kittles built a settlement.	 	 
23	16:22:02:577	Server	 		Kittles built a road.	 	 
24	16:22:25:737	Server	 		ariachiba built a settlement.	 	 
25	16:22:36:305	Server	 		ariachiba built a road.	 	 
26	16:22:40:003	Server	 		ariachiba rolled a 4 and a 6.	 	 
27	16:22:40:006	Server	 		ariachiba gets 1 sheep. Kittles gets 1 wood. Rainbow gets 1 wood.	 	 
28	16:23:21:159	Server	 		Kittles rolled a 3 and a 3.	 	 
29	16:23:21:161	Server	 		inca gets 1 clay. ariachiba gets 1 clay. Rainbow gets 1 clay.	 	 
30	16:24:01:758	Server	 		Rainbow rolled a 2 and a 2.	 	 
31	16:24:01:760	Server	 		ariachiba gets 1 sheep. Kittles gets 1 sheep. Rainbow gets 1 wheat.	 	 
31.1	16:24:34:411	Markus	 	 	Remember that the easiest way to play is to negotiate trades!	 	 
31.2	16:24:39:811	Markus	 	 	Meaning, talking about them.& :*)	 	 
32	16:24:46:968	Rainbow	clay=1; ore=0; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[68,69]; settlements=[84,86]	ok	 	 
33	16:24:50:351	Kittles	clay=0; ore=1; sheep=1; wheat=0; wood=2; unknown=0; knights=0; dev-cards=0	roads=[169,116]; settlements=[169,116]	ok	 	 
34	16:24:57:497	Rainbow	clay=1; ore=0; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[68,69]; settlements=[84,86]	so anybody wana trade sumthng?	 	 
35	16:25:09:206	inca	clay=2; ore=0; sheep=0; wheat=0; wood=2; unknown=0; knights=0; dev-cards=0	roads=[105,150]; settlements=[122,167]	I'm OK just now	 	 
36	16:25:09:554	Kittles	clay=0; ore=1; sheep=1; wheat=0; wood=2; unknown=0; knights=0; dev-cards=0	roads=[169,116]; settlements=[169,116]	i dont know& what i have	 	 
37	16:25:19:653	inca	clay=2; ore=0; sheep=0; wheat=0; wood=2; unknown=0; knights=0; dev-cards=0	roads=[105,150]; settlements=[122,167]	It says& what you have in your portion of the screen	 	 
38	16:25:28:265	Kittles	clay=0; ore=1; sheep=1; wheat=0; wood=2; unknown=0; knights=0; dev-cards=0	roads=[169,116]; settlements=[169,116]	ok cool	 	 
39	16:25:29:297	ariachiba	clay=1; ore=0; sheep=4; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[120,171]; settlements=[120,171]	I can give you sheep in exchange for wood...	 	 
40	16:25:40:932	Rainbow	clay=1; ore=0; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[68,69]; settlements=[84,86]	i dnt have wood	 	 
41	16:25:46:990	Rainbow	clay=1; ore=0; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[68,69]; settlements=[84,86]	i have clay	 	 
