ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	15:45:02:321	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		ello	 	 
2	16:01:18:077	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Just got a connection reset	 	 
2.1	16:02:09:773	Markus	 	 	Hm, shouldn't happen (and hasn't before). Let me know if you have problems.	 	 
3	16:02:23:730	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Got a SocketException error appear in this chat line	 	 
4	16:03:13:729	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I guess we'll see if it happens again	 	 
4.1	16:04:20:084	Markus	 	 	Yes, fingers crossed.	 	 
5	16:04:34:671	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I take it this is the right game to be in?	 	 
5.1	16:04:58:123	Markus	 	 	Yes, I don't know where the other two are.	 	 
5.2	16:05:06:651	Markus	 	 	It's been very last minute ...	 	 
6	16:05:25:988	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Excellent! Yeah, well it always feels last minute when you are getting participants, doesn't it?	 	 
6.1	16:06:06:259	Markus	 	 	Hehe, yes. Perhaps they're still in a lecture.	 	 
7	16:07:44:075	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		So, does this generate a random Catan board?	 	 
7.1	16:08:01:130	Markus	 	 	Yes.	 	 
8	16:08:03:503	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I'm still rather impressed at a Hex grid in Java to be honest... Java layout always feels like a nig	 	 
9	16:08:12:654	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		*nightmare	 	 
9.1	16:08:53:698	Markus	 	 	Indeed; I had the pleasure editing the source code of this application.	 	 
10	16:09:45:794	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Ah. Fun I take it? Still, it looks very nicely laid out to be honest.	 	 
10.1	16:11:05:585	Markus	 	 	Well, it's an open source projet, so it's OK. But I had to dig deeper than I wanted. :*)	 	 
11	16:14:33:030	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Ahh! I see. One more to go, I guess.	 	 
11.1	16:15:13:159	Markus	 	 	Yes, it's supposed to be three of you.	 	 
11.2	16:17:39:214	Markus	 	 	Hm, how are you two for time? Can we wait a bit longer?	 	 
12	16:18:59:691	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I'm good for a little bit longer.	 	 
13	16:19:43:165	rennoc1	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I don't mind waiting for a while.	 	 
13.1	16:20:27:612	Markus	 	 	Great. I guess if person number 3 doesn't show up in 5 or 10 minutes it'll be you only you two anywa	 	 
13.2	16:20:39:741	Markus	 	 	y.	 	 
14	16:22:53:355	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hi	 	 
14.1	16:23:10:299	Markus	 	 	Ah, great. We can start.	 	 
14.2	16:23:24:188	Markus	 	 	Sombody has to click START GAME.	 	 
14.3	16:23:33:043	Markus	 	 	Amd and off you go!	 	 
15	16:24:13:613	Server	 		rennoc1 built a settlement.	 	 
16	16:24:20:397	Server	 		rennoc1 built a road.	 	 
17	16:24:43:002	Server	 		Dave built a settlement.	 	 
18	16:24:47:834	Server	 		Dave built a road.	 	 
19	16:25:52:404	Server	 		Tomm built a settlement.	 	 
20	16:25:55:523	Server	 		Tomm built a road.	 	 
21	16:26:17:489	Server	 		Tomm built a settlement.	 	 
22	16:26:20:740	Server	 		Tomm built a road.	 	 
23	16:26:45:253	Server	 		Dave built a settlement.	 	 
24	16:26:48:037	Server	 		Dave built a road.	 	 
25	16:27:28:383	Server	 		rennoc1 built a settlement.	 	 
26	16:27:30:063	Server	 		rennoc1 built a road.	 	 
27	16:27:34:697	Server	 		rennoc1 rolled a 5 and a 6.	 	 
28	16:27:34:705	Server	 		rennoc1 gets 1 wheat. Tomm gets 1 wheat.	 	 
29	16:28:08:824	rennoc1	clay=2; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120]; settlements=[105,137]	so anyone else played this before?	 	 
30	16:28:14:283	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	I haven't, no	 	 
31	16:28:26:596	Tomm	clay=0; ore=0; sheep=2; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[69,86]; settlements=[69,103]	Yes, a little... but I was never good at it.	 	 
32	16:29:33:901	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	is it still your turn rennoc?	 	 
33	16:29:42:762	rennoc1	clay=2; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120]; settlements=[105,137]	yeah,	 	 
34	16:30:06:316	Server	 		Dave rolled a 2 and a 4.	 	 
35	16:30:06:324	Server	 		rennoc1 gets 1 sheep. Tomm gets 1 sheep.	 	 
36	16:31:12:186	Server	 		Tomm rolled a 6 and a 5.	 	 
37	16:31:12:194	Server	 		rennoc1 gets 1 wheat. Tomm gets 1 wheat.	 	 
38	16:31:59:048	Server	 		rennoc1 rolled a 4 and a 1.	 	 
39	16:31:59:055	Server	 		rennoc1 gets 2 clay. Dave gets 1 wheat.	 	 
40	16:33:23:041	Server	 		Dave rolled a 1 and a 1.	 	 
41	16:33:23:048	Server	 		No player gets anything.	 	 
42	16:33:29:516	Dave	clay=1; ore=1; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	does anyone have any wood they would be willing to trade for?	 	 
43	16:33:52:721	Tomm	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[69,86]; settlements=[69,103]	Not until people start rolling 8's :P	 	 
44	16:34:13:384	Server	 		Tomm rolled a 4 and a 6.	 	 
45	16:34:13:392	Server	 		Dave gets 1 ore, 1 wood.	 	 
46	16:34:18:333	Dave	clay=1; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	woo	 	 
47	16:34:50:135	Tomm	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[69,86]; settlements=[69,103]	Bugger. Got any clay to trade for sheep/wheat?	 	 
48	16:35:14:958	Dave	clay=1; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	Only got 1 and I'm holding on to it, sorry.	 	 
49	16:35:21:314	Tomm	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[69,86]; settlements=[69,103]	Also: Rennoc - be careful holding lots of resources. If someone rolls a 7, I think, you lose cards	 	 
50	16:35:29:081	rennoc1	clay=4; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120]; settlements=[105,137]	got some clay. how many do you need	 	 
51	16:35:32:439	Dave	clay=1; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	Yeah, that's the robber isn'tit	 	 
52	16:35:50:533	Tomm	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[69,86]; settlements=[69,103]	Well, what would you like for clay and/or how many do you want to give?	 	 
53	16:36:20:250	rennoc1	clay=4; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120]; settlements=[105,137]	could do with some ore or sheep	 	 
54	16:36:24:953	Dave	clay=1; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	While we're talking about trading, does anyone have sheep	 	 
