ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	19:43:06:218	somdechn	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Hi WoodnSheep...	 	 
2	19:44:22:189	WoodnSheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Hi	 	 
3	19:44:41:118	somdechn	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Have play this Java version before?	 	 
4	19:45:42:654	WoodnSheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Nope,& have you?	 	 
5	19:46:34:932	somdechn	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		No...& first time here.&  So will be a bit of a learning curve.	 	 
6	19:49:47:702	somdechn	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		You've mention that generally Friday and Saturday nights aren't good for.&  What about Sat or Sun aft	 	 
7	19:55:10:138	WoodnSheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Both are fine by me	 	 
8	19:55:45:497	WoodnSheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Although during the week is better for me	 	 
9	19:58:28:882	somdechn	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Oh... I see.&  keep it the same for now& as I work during the week.&  :)	 	 
9.1	19:59:57:118	ztime	 	 	hi..	 	 
10	20:00:21:584	somdechn	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Yo...& Ztime!!!	 	 
11	20:00:40:260	ztime	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		yo somdech..& how is NZ?	 	 
12	20:00:55:923	somdechn	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Bright and sunny here mate.	 	 
13	20:01:06:752	ztime	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		the complete opposite here..	 	 
14	20:01:21:684	somdechn	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Yep... true that.	 	 
15	20:01:43:970	ztime	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		do I click start game now?	 	 
16	20:01:58:621	somdechn	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Sure	 	 
