ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
0.1	19:59:11:950	inca	 	 	Hi	 	 
1	19:59:19:358	yiin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hi	 	 
2	19:59:24:260	yiin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		finally	 	 
3	19:59:54:955	yiin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		who else is playing	 	 
4	20:00:14:228	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Kieran should be coming	 	 
5	20:00:26:591	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		and Carina & but she probably won't be able to	 	 
6	20:00:38:477	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		she said & we can play without her	 	 
7	20:01:56:039	nareik15	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hi	 	 
8	20:01:59:169	yiin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		ok & we start??	 	 
9	20:01:59:535	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hey	 	 
10	20:02:38:398	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		good luck all	 	 
11	20:03:10:932	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		if she appears &we can restart	 	 
12	20:03:19:464	yiin	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		yah sure	 	 
13	20:04:25:319	Server	 		nareik15 built a settlement.	 	 
14	20:04:30:125	Server	 		nareik15 built a road.	 	 
15	20:04:48:464	Server	 		yiin built a settlement.	 	 
16	20:04:53:722	Server	 		yiin built a road.	 	 
17	20:05:01:297	Server	 		inca built a settlement.	 	 
18	20:05:04:121	Server	 		inca built a road.	 	 
19	20:05:15:642	Server	 		inca built a settlement.	 	 
20	20:05:30:442	Server	 		inca built a road.	 	 
21	20:06:31:637	Server	 		yiin built a settlement.	 	 
22	20:06:33:028	Server	 		yiin built a road.	 	 
23	20:07:18:001	Server	 		nareik15 built a settlement.	 	 
24	20:07:24:396	Server	 		nareik15 built a road.	 	 
25	20:07:29:701	Server	 		nareik15 rolled a 6 and a 4.	 	 
26	20:07:29:702	Server	 		yiin gets 1 clay. inca gets 1 clay. nareik15 gets 1 wood.	 	 
27	20:08:09:034	Server	 		nareik15 built a road.	 	 
28	20:08:17:706	Server	 		yiin rolled a 6 and a 2.	 	 
29	20:08:17:707	Server	 		yiin gets 1 sheep. nareik15 gets 1 wood.	 	 
30	20:08:38:739	Server	 		inca rolled a 3 and a 6.	 	 
31	20:08:38:739	Server	 		inca gets 1 ore.	 	 
32	20:08:49:367	Server	 		inca built a road.	 	 
33	20:09:00:808	Server	 		nareik15 rolled a 5 and a 3.	 	 
34	20:09:00:809	Server	 		yiin gets 1 sheep. nareik15 gets 1 wood.	 	 
35	20:09:23:413	Server	 		yiin rolled a 3 and a 1.	 	 
36	20:09:23:414	Server	 		yiin gets 1 sheep. inca gets 1 sheep.	 	 
37	20:09:32:120	yiin	clay=1; ore=0; sheep=4; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,150]; settlements=[84,167]	does anyone need sheep	 	 
38	20:09:35:190	yiin	clay=1; ore=0; sheep=4; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,150]; settlements=[84,167]	i need wood	 	 
39	20:09:44:053	inca	clay=0; ore=0; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=1	roads=[99,152; 152,82]; settlements=[116,152]	not got wood, sorry	 	 
40	20:09:50:815	nareik15	clay=0; ore=0; sheep=0; wheat=0; wood=4; unknown=0; knights=0; dev-cards=0	roads=[154,169; 169,168]; settlements=[154,186]	I've got some wood	 	 
41	20:09:58:108	yiin	clay=1; ore=0; sheep=4; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,150]; settlements=[84,167]	you want to trade??	 	 
42	20:10:06:461	nareik15	clay=0; ore=0; sheep=0; wheat=0; wood=4; unknown=0; knights=0; dev-cards=0	roads=[154,169; 169,168]; settlements=[154,186]	yeah sure	 	 
43	20:10:27:392	Server	 		yiin made an offer to trade 2 sheep for 2 wood.	 	 
44	20:10:36:370	Server	 		yiin traded 2 sheep for 2 wood from nareik15.	 	 
45	20:10:42:783	yiin	clay=1; ore=0; sheep=2; wheat=2; wood=2; unknown=0; knights=0; dev-cards=0	roads=[84,150]; settlements=[84,167]	thank you so much	 	 
