ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	20:24:30:452	Server	 		Tyrant Lord built a settlement.	 	 
2	20:24:34:417	Server	 		Tyrant Lord built a road.	 	 
3	20:25:06:828	Server	 		nelsen built a settlement.	 	 
4	20:25:08:956	Server	 		nelsen built a road.	 	 
5	20:25:16:233	Server	 		Kersti built a settlement.	 	 
6	20:25:20:341	Server	 		Kersti built a road.	 	 
7	20:26:02:195	Server	 		sparkles built a settlement.	 	 
8	20:26:03:411	Server	 		sparkles built a road.	 	 
9	20:26:07:147	Server	 		sparkles built a settlement.	 	 
10	20:26:11:620	Server	 		sparkles built a road.	 	 
11	20:26:18:981	Server	 		Kersti built a settlement.	 	 
12	20:26:25:661	Server	 		Kersti built a road.	 	 
13	20:27:04:934	Server	 		nelsen built a settlement.	 	 
14	20:27:06:285	Server	 		nelsen built a road.	 	 
15	20:27:21:631	Server	 		Tyrant Lord built a settlement.	 	 
16	20:27:22:548	Server	 		Tyrant Lord built a road.	 	 
17	20:27:27:802	Server	 		Tyrant Lord rolled a 2 and a 4.	 	 
18	20:27:27:809	Server	 		nelsen gets 1 wood. sparkles gets 1 ore. Tyrant Lord gets 1 wood.	 	 
19	20:27:42:222	Server	 		nelsen rolled a 5 and a 5.	 	 
20	20:27:42:228	Server	 		Kersti gets 2 ore.	 	 
21	20:27:56:931	Server	 		Kersti rolled a 4 and a 4.	 	 
22	20:27:56:938	Server	 		nelsen gets 1 wood. Kersti gets 1 wheat. sparkles gets 1 wheat. Tyrant Lord gets 1 wheat.	 	 
23	20:28:10:510	Kersti	clay=1; ore=3; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,118]; settlements=[116,135]	anyone got a spare wheat or wood?	 	 
24	20:28:25:289	nelsen	clay=0; ore=0; sheep=2; wheat=0; wood=3; unknown=0; knights=0; dev-cards=0	roads=[154,86]; settlements=[154,103]	I've got spare wood for wheat or clay	 	 
25	20:28:35:878	Tyrant Lord	clay=0; ore=0; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[104,66]; settlements=[105,82]	i have some wheat	 	 
26	20:28:44:594	sparkles	clay=1; ore=2; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[84,152]; settlements=[84,169]	nope	 	 
27	20:29:00:513	Kersti	clay=1; ore=3; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,118]; settlements=[116,135]	tyrant, I can give you either clay or sheep for wheat - nelson I can only give sheep for wood :)	 	 
28	20:29:12:940	nelsen	clay=0; ore=0; sheep=2; wheat=0; wood=3; unknown=0; knights=0; dev-cards=0	roads=[154,86]; settlements=[154,103]	Ah, then no thanks :)	 	 
29	20:29:19:672	Tyrant Lord	clay=0; ore=0; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[104,66]; settlements=[105,82]	sheep would be good?	 	 
30	20:29:36:244	Server	 		Kersti made an offer to trade 1 sheep for 1 wheat.	 	 
31	20:29:41:433	Server	 		Kersti traded 1 sheep for 1 wheat from Tyrant Lord.	 	 
32	20:29:48:342	Server	 		Kersti built a city.	 	 
33	20:29:55:681	Server	 		sparkles rolled a 5 and a 2.	 	 
34	20:30:17:746	Server	 		sparkles built a road.	 	 
35	20:30:27:467	Server	 		Tyrant Lord rolled a 3 and a 3.	 	 
36	20:30:27:472	Server	 		nelsen gets 1 wood. sparkles gets 1 ore. Tyrant Lord gets 1 wood.	 	 
37	20:31:01:040	Tyrant Lord	clay=0; ore=0; sheep=1; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[104,66]; settlements=[105,82]	anyone wanna trade some of their clay/ore for some wood?	 	 
38	20:31:09:587	nelsen	clay=0; ore=0; sheep=2; wheat=0; wood=4; unknown=0; knights=0; dev-cards=0	roads=[154,86]; settlements=[154,103]	No can do	 	 
39	20:31:34:927	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,118]	sorry	 	 
40	20:31:41:672	sparkles	clay=1; ore=3; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,152; 152,68]; settlements=[84,169]	I have no wood, but I want my clay and ore more. So another nope.	 	 
41	20:31:53:079	Tyrant Lord	clay=0; ore=0; sheep=1; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[104,66]; settlements=[105,82]	fair enough	 	 
42	20:32:00:403	Server	 		nelsen rolled a 4 and a 3.	 	 
43	20:32:42:919	Server	 		nelsen built a road.	 	 
44	20:32:52:237	Server	 		Kersti rolled a 3 and a 1.	 	 
45	20:32:52:242	Server	 		nelsen gets 1 wood. sparkles gets 2 wood.	 	 
46	20:34:13:995	Server	 		sparkles rolled a 3 and a 4.	 	 
47	20:35:32:081	sparkles	clay=0; ore=3; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=0	roads=[84,152; 152,68]; settlements=[84,169]	anyone want wood for either wheat or clay?	 	 
48	20:35:38:998	Kersti	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,118]	I have nothing	 	 
49	20:35:52:293	Tyrant Lord	clay=0; ore=0; sheep=1; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[104,66]; settlements=[105,82]	no sorry	 	 
50	20:36:02:127	nelsen	clay=0; ore=0; sheep=2; wheat=0; wood=3; unknown=0; knights=0; dev-cards=0	roads=[154,86; 86,138]; settlements=[154,103]	nope, sorry	 	 
51	20:36:20:928	Server	 		Tyrant Lord rolled a 1 and a 1.	 	 
52	20:36:20:933	Server	 		No player gets anything.	 	 
53	20:36:34:926	Server	 		nelsen rolled a 5 and a 3.	 	 
54	20:36:34:932	Server	 		nelsen gets 1 wood. Kersti gets 2 wheat. sparkles gets 1 wheat. Tyrant Lord gets 1 wheat.	 	 
55	20:36:47:079	Server	 		Kersti rolled a 2 and a 3.	 	 
56	20:36:47:084	Server	 		Kersti gets 2 sheep.	 	 
57	20:36:56:851	Server	 		sparkles rolled a 3 and a 4.	 	 
58	20:37:39:923	sparkles	clay=0; ore=3; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,152; 152,68]; settlements=[84,169]	I should have offered up wood for free /hindsight :)	 	 
59	20:38:05:266	Server	 		Tyrant Lord rolled a 2 and a 4.	 	 
60	20:38:05:271	Server	 		nelsen gets 1 wood. sparkles gets 1 ore. Tyrant Lord gets 1 wood.	 	 
