ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
0.1	18:09:45:473	gotwood4sheep	 	 	Hey LJ	 	 
1	18:13:07:016	ljaybrad123	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hi,	 	 
2	18:14:57:833	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		how's things?	 	 
3	18:15:08:616	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hope we'll get full 4player games in this season ;)	 	 
4	18:16:30:531	ljaybrad123	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hopefully!	 	 
5	18:16:35:368	ljaybrad123	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		would make a change	 	 
6	18:24:04:601	ljaybrad123	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		i have a new computer, so hopefully less buggy	 	 
7	18:24:14:367	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		cool cool	 	 
8	18:24:17:338	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I'm on a work laptop ;)	 	 
9	18:24:22:862	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		expect I'll be ok too :D	 	 
10	18:24:54:597	inca	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hey	 	 
11	18:25:04:071	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hello!	 	 
12	18:26:08:845	ljaybrad123	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hi	 	 
