ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	20:58:18:542	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		i made it!	 	 
2	20:59:34:669	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		did the game happen at 7?	 	 
3	21:03:38:008	skinnylinny	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		It didn't, no	 	 
4	21:03:47:124	skinnylinny	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Nobody turned up apart from sabercat and me	 	 
5	21:03:57:526	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		aww, sorry	 	 
6	21:04:02:348	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		well im her now!	 	 
7	21:04:05:049	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		:)	 	 
8	21:04:10:598	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		*here	 	 
9	21:04:30:672	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		its seriosuly annoying, i have no interenet and have managed to get to a friends and use her laptop 	 	 
10	21:05:04:019	skinnylinny	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Why no internet?	 	 
11	21:05:26:968	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		i am rabbit sitting for my friend at hers and he chewed through the adsl cable!	 	 
12	21:06:38:622	skinnylinny	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Ah! Not good!	 	 
13	21:08:21:159	skinnylinny	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Well, there are three of us, at least... worth waiting until quarter past?	 	 
14	21:08:30:597	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		im happy to	 	 
15	21:08:38:028	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		but if no1 comes we should play anyway	 	 
16	21:08:51:445	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		i ran through the rain to get here!	 	 
